iter	Logloss	Accuracy
883	0.2015754384	0.9232978654
884	0.2014941327	0.9230367517
885	0.2014323445	0.9230367517
886	0.2013100023	0.9236242575
887	0.2013083545	0.9236242575
888	0.2012497074	0.9236242575
889	0.2012037792	0.9236895359
890	0.2011035418	0.9234284222
891	0.2011018139	0.9234284222
892	0.2010822326	0.9236895359
893	0.2010219555	0.9236895359
894	0.2009108624	0.923558979
895	0.2007723083	0.9236895359
896	0.2007164427	0.9236895359
897	0.2005887375	0.9237548143
898	0.2005067154	0.9240159279
899	0.2003974297	0.9246687121
900	0.2003124726	0.9247992689
901	0.2002392995	0.9247339905
902	0.200175814	0.9249951041
903	0.2001740325	0.9249951041
904	0.2001523457	0.9249951041
905	0.2001456713	0.9249951041
906	0.2001220038	0.9249951041
907	0.1999498671	0.9247339905
908	0.1999481014	0.9247339905
909	0.1999469715	0.9248645473
910	0.1998015559	0.9249951041
911	0.1997003585	0.9247992689
912	0.1995825574	0.9248645473
913	0.1994406431	0.9247992689
914	0.1992845108	0.9249298257
915	0.1992251653	0.9250603825
916	0.1990775181	0.9251909394
917	0.1989995453	0.925452053
918	0.1989471565	0.925452053
919	0.1989303141	0.9253867746
920	0.1988446279	0.9255173314
921	0.1987159617	0.9251909394
922	0.1985593986	0.9252562178
923	0.1984469312	0.9257131667
924	0.1983924674	0.9256478882
925	0.1983436931	0.9255826098
926	0.1982503371	0.9258437235
927	0.1981838558	0.9260395587
928	0.1981184145	0.9259742803
929	0.1980249004	0.9261701155
930	0.1979146396	0.9261048371
931	0.1978634985	0.9261701155
932	0.1977587805	0.9261048371
933	0.197752701	0.9261048371
934	0.1977059845	0.9261048371
935	0.1976619704	0.9261048371
936	0.1976517896	0.9261048371
937	0.1975808171	0.9261701155
938	0.1974997415	0.9264965076
939	0.1973848198	0.9267576213
940	0.197322631	0.9267576213
941	0.1972825342	0.9266923428
942	0.1971742604	0.9267576213
943	0.1971330471	0.9266923428
944	0.1970585495	0.9266270644
945	0.1970310581	0.9266270644
946	0.1970014016	0.9267576213
947	0.1969511319	0.9268228997
948	0.1968749791	0.9266270644
949	0.1967492802	0.9268228997
950	0.1967100687	0.9268881781
951	0.1967023759	0.9268881781
952	0.196639364	0.9270840133
953	0.1966375434	0.9270840133
954	0.1965282855	0.9274756838
955	0.1964392939	0.927671519
956	0.1963645667	0.9275409622
957	0.1962750478	0.927345127
958	0.1962734422	0.927345127
959	0.1962717425	0.927345127
960	0.1962642953	0.927345127
961	0.1962007345	0.9274756838
962	0.1961935223	0.9274756838
963	0.1961290765	0.9274756838
964	0.1960867297	0.9274756838
965	0.1959627499	0.927345127
966	0.1958795458	0.927345127
967	0.1958032712	0.9274756838
968	0.1957256808	0.9274756838
969	0.1956329882	0.9274104054
970	0.1955343178	0.9279979111
971	0.1955325547	0.9279326327
972	0.1954600558	0.9276062406
973	0.195383434	0.9276062406
974	0.1953816957	0.9276062406
975	0.1953800485	0.9276062406
976	0.1953786528	0.9276062406
977	0.1953762228	0.9276062406
978	0.1953746458	0.9276062406
979	0.1953730312	0.9276062406
980	0.1953714665	0.9276062406
981	0.1953698824	0.9276062406
982	0.1953364971	0.9276062406
983	0.1953348195	0.9276062406
984	0.1953332773	0.9276062406
985	0.1953316294	0.9276062406
986	0.1953300646	0.9276062406
987	0.195277249	0.9278673543
988	0.1952135538	0.927671519
989	0.19518435	0.9277367974
990	0.1950621988	0.9276062406
991	0.1950606537	0.9276062406
992	0.1949948399	0.9277367974
993	0.1949267433	0.9281284679
994	0.1949016226	0.9279979111
995	0.1949000251	0.9279979111
996	0.1948880145	0.9280631895
997	0.194886487	0.9280631895
998	0.1948849691	0.9280631895
999	0.19479107	0.9281937463
