# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,power,alpha-inked,alpha-ink-percent,alpha-count,alpha-color,alpha-theme,bravo-inked,bravo-ink-percent,bravo-count,bravo-color,bravo-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities,medal1-grade,medal1-name,medal2-grade,medal2-name,medal3-grade,medal3-name
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,xmatch,area,mategai,346,bravo,FALSE,,2105.4,,,95,3a0ccdff,,,,96,d0bf08ff,,bucketslosher,10,7,3,5,4,1513,"{""quick_super_jump"":1.2,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""haunt"":true,""stealth_jump"":true}",kelvin525,10,10,0,9,3,1112,"{""quick_respawn"":2.2,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""comeback"":true,""stealth_jump"":true}",sharp_neo,8,7,1,8,6,1591,"{""swim_speed_up"":1.9,""quick_super_jump"":0.9,""ink_resistance_up"":0.6,""intensify_action"":0.3,""ninja_squid"":true,""stealth_jump"":true}",dynamo,7,4,3,11,5,1394,"{""ink_saver_main"":1.3,""special_saver"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""drop_roller"":true,""last_ditch_effort"":true}",hissen,15,11,4,10,4,1045,"{""swim_speed_up"":1.3,""ink_saver_sub"":1,""ink_saver_main"":0.6,""special_power_up"":0.6,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""comeback"":true}",sshooter,11,9,2,7,7,1617,"{""special_charge_up"":1.6,""swim_speed_up"":0.9,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""object_shredder"":true}",campingshelter,10,7,3,6,6,1402,"{""swim_speed_up"":1,""ink_saver_main"":0.9,""ink_resistance_up"":0.6,""quick_super_jump"":0.6,""run_speed_up"":0.6,""ninja_squid"":true,""stealth_jump"":true}",dualsweeper,7,6,1,5,8,1493,"{""ink_resistance_up"":1.3,""sub_resistance_up"":0.9,""swim_speed_up"":0.9,""special_saver"":0.6,""ink_recovery_up"":0.3,""quick_super_jump"":0.3,""opening_gambit"":true,""stealth_jump"":true}",gold,#1 Overall Splatter,gold,#1 Popular Target,gold,#1 Splat Zone Guard
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_challenge,asari,hirame,308,bravo,FALSE,S+ 0,,,,20,6e04b6ff,,,,71,cd510aff,,longblaster,7,7,0,4,4,1025,"{""quick_respawn"":3.2,""intensify_action"":1.6,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3}",variableroller,8,7,1,7,3,831,"{""special_charge_up"":2.6,""swim_speed_up"":1.3,""ink_recovery_up"":0.6,""ink_saver_main"":0.6,""quick_super_jump"":0.3,""special_saver"":0.3}",momiji,6,2,4,7,5,1383,"{""ink_saver_sub"":1.6,""special_charge_up"":1.3,""swim_speed_up"":0.9,""ink_recovery_up"":0.6,""special_power_up"":0.6,""ink_resistance_up"":0.3,""last_ditch_effort"":true}",quadhopper_black,8,7,1,8,2,1151,"{""quick_respawn"":2.3,""swim_speed_up"":0.9,""quick_super_jump"":0.6,""ink_recovery_up"":0.3,""ink_saver_main"":0.3,""special_saver"":0.3,""comeback"":true}",nautilus47,16,12,4,4,3,1062,"{""run_speed_up"":1,""swim_speed_up"":1,""intensify_action"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",sshooter_collabo,7,5,2,7,4,1012,"{""special_power_up"":1.9,""special_saver"":1.9,""swim_speed_up"":1.9}",bold,4,3,1,6,5,1469,"{""ink_recovery_up"":2,""ink_saver_sub"":1,""ink_saver_main"":0.6,""sub_resistance_up"":0.3}",dualsweeper,9,6,3,6,3,905,"{""ink_saver_main"":3.5,""special_charge_up"":1.9,""special_power_up"":0.3}",gold,#1 Super Jump Spot,gold,#1 Enemy Splatter,silver,#1 Clam Stopper
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,regular,nawabari,masaba,180,bravo,,,,3459,42.5,,6e04b6ff,,3672,53.4,,cd510aff,,promodeler_rg,4,4,0,5,4,1197,"{""ink_resistance_up"":1,""special_charge_up"":0.9,""quick_respawn"":0.6,""ink_recovery_up"":0.3,""quick_super_jump"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""comeback"":true,""thermal_ink"":true}",sharp_neo,4,4,0,5,1,836,"{""special_power_up"":1.9,""run_speed_up"":1,""ink_recovery_up"":0.9,""ink_saver_main"":0.6,""sub_power_up"":0.3,""tenacity"":true}",pablo_hue,2,2,0,8,2,777,"{""run_speed_up"":1.6,""ink_saver_main"":1.3,""quick_respawn"":1,""quick_super_jump"":0.6,""ink_recovery_up"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3}",hokusai,4,3,1,8,0,649,"{""ink_saver_main"":1.3,""sub_power_up"":1,""swim_speed_up"":1,""quick_respawn"":0.6}",pablo,7,4,3,2,4,1094,"{""run_speed_up"":1,""special_saver"":1,""sub_resistance_up"":1,""ink_saver_sub"":0.6,""quick_super_jump"":0.3}",pablo,14,8,6,3,5,1048,"{""special_charge_up"":1,""special_power_up"":1,""sub_power_up"":0.6,""ink_saver_sub"":0.3,""intensify_action"":0.3,""run_speed_up"":0.3,""swim_speed_up"":0.3,""drop_roller"":true}",drivewiper,10,8,2,3,3,1011,"{""intensify_action"":1.3,""swim_speed_up"":1.3,""special_power_up"":1,""ink_saver_main"":0.6,""ink_resistance_up"":0.3,""quick_respawn"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3}",splatroller_collabo,6,6,0,5,1,519,"{""swim_speed_up"":1.9,""ink_recovery_up"":1,""special_power_up"":1,""ink_saver_main"":0.6,""ink_saver_sub"":0.6,""run_speed_up"":0.3,""sub_power_up"":0.3}",gold,#1 Overall Splatter,gold,#1 Popular Target,gold,#1 Turf Inker
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_open,yagura,kusaya,114,bravo,TRUE,S+ 4,,,,0,cd510aff,,,,100,6e04b6ff,,kelvin525,2,2,0,4,1,407,"{""ink_recovery_up"":1,""special_saver"":1,""quick_super_jump"":0.9,""quick_respawn"":0.6,""respawn_punisher"":true}",liter4k,1,1,0,3,1,272,"{""ink_saver_main"":1.9,""ink_resistance_up"":0.9,""quick_respawn"":0.3,""quick_super_jump"":0.3,""respawn_punisher"":true,""stealth_jump"":true}",sputtery_hue,1,1,0,3,1,435,"{""swim_speed_up"":1.6,""ink_saver_sub"":1.3,""ink_saver_main"":1,""run_speed_up"":0.6,""special_charge_up"":0.6,""quick_respawn"":0.3,""sub_power_up"":0.3}",liter4k,1,1,0,3,0,361,"{""ink_saver_main"":1.3,""quick_respawn"":1,""special_power_up"":1,""run_speed_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""intensify_action"":0.3,""special_charge_up"":0.3,""special_saver"":0.3}",jetsweeper_custom,8,5,3,2,2,485,"{""ink_recovery_up"":1.5,""ink_saver_main"":1.2,""last_ditch_effort"":true,""ninja_squid"":true,""stealth_jump"":true}",splatspinner_collabo,3,0,3,1,2,592,"{""special_saver"":1,""ink_saver_main"":0.9,""special_charge_up"":0.9,""swim_speed_up"":0.9,""comeback"":true,""ninja_squid"":true}",52gal,7,5,2,1,2,554,"{""swim_speed_up"":2.2,""intensify_action"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",hokusai,3,3,0,1,0,464,"{""ink_saver_sub"":1.3,""quick_super_jump"":0.6,""special_power_up"":0.6,""ink_saver_main"":0.3,""intensify_action"":0.3,""special_charge_up"":0.3,""special_saver"":0.3,""drop_roller"":true,""ninja_squid"":true}",gold,#1 Overall Splatter,gold,#1 Enemy Splatter,silver,First Splat!
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,xmatch,area,chozame,131,bravo,TRUE,,1915.2,,,0,6e04b6ff,,,,100,cd510aff,,variableroller,2,0,2,3,2,672,"{""swim_speed_up"":1.9,""special_charge_up"":0.6,""special_power_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""last_ditch_effort"":true,""ninja_squid"":true}",sshooter_collabo,4,4,0,4,2,743,"{""intensify_action"":1,""swim_speed_up"":1,""ink_recovery_up"":0.3,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""last_ditch_effort"":true}",dualsweeper,1,1,0,5,2,519,"{""ink_saver_main"":1.3,""ink_saver_sub"":1,""swim_speed_up"":0.9,""intensify_action"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""stealth_jump"":true}",52gal,0,0,0,4,2,652,"{""special_charge_up"":2.2,""swim_speed_up"":1.3,""intensify_action"":0.9,""quick_respawn"":0.3,""stealth_jump"":true}",spaceshooter,8,5,3,1,5,915,"{""special_charge_up"":4.8,""special_saver"":0.6,""special_power_up"":0.3}",sshooter_collabo,8,6,2,2,2,595,"{""swim_speed_up"":1.6,""intensify_action"":1,""run_speed_up"":0.6,""special_charge_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""stealth_jump"":true}",dynamo,6,1,5,1,3,638,"{""ink_saver_main"":1.9,""ink_recovery_up"":0.9,""quick_respawn"":0.9,""drop_roller"":true,""respawn_punisher"":true}",sharp_neo,4,4,0,1,3,735,"{""swim_speed_up"":1.5,""run_speed_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""comeback"":true,""ninja_squid"":true,""stealth_jump"":true}",silver,#1 Splat Zone Hero,gold,#1 Splat Assister,gold,#1 Splat Zone Inker
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_open,yagura,kusaya,300,bravo,FALSE,S+ 3,,,,81,cd510aff,,,,95,6e04b6ff,,spaceshooter,7,3,4,5,5,1055,"{""ink_resistance_up"":5.1}",52gal,12,9,3,9,5,1042,"{""intensify_action"":1.6,""ink_saver_main"":1.3,""quick_respawn"":1.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3}",furo,6,4,2,9,4,1500,"{""ink_saver_main"":2.6,""ink_saver_sub"":0.6,""intensify_action"":0.6,""quick_respawn"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3,""object_shredder"":true}",pablo_hue,9,6,3,7,6,1080,"{""ink_saver_sub"":1.6,""special_charge_up"":1.3,""ink_saver_main"":1,""quick_super_jump"":0.6,""intensify_action"":0.3,""special_saver"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3}",sharp_neo,12,12,0,6,5,1280,"{""swim_speed_up"":1.9,""ink_saver_sub"":1,""sub_power_up"":0.6,""ink_resistance_up"":0.3,""quick_respawn"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""ninja_squid"":true}",drivewiper,10,4,6,6,3,882,"{""run_speed_up"":1.6,""quick_respawn"":1.3,""special_power_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""sub_power_up"":0.3,""ninja_squid"":true}",liter4k_scope,8,6,2,3,5,1126,"{""quick_super_jump"":1.3,""ink_saver_main"":1,""quick_respawn"":0.9,""sub_resistance_up"":0.6,""ink_saver_sub"":0.3,""special_saver"":0.3,""comeback"":true}",screwslosher,10,7,3,7,3,1169,"{""run_speed_up"":1.9,""ink_resistance_up"":1.2,""quick_super_jump"":0.3,""special_saver"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",gold,#1 Score Booster,gold,#1 Splat Assister,silver,#1 Checkpoint Breaker
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_open,yagura,kusaya,149,alpha,TRUE,S+ 11,,,,100,1ec0adff,,,,0,d74b31ff,,bamboo14mk1,7,4,3,1,4,732,"{""special_charge_up"":1.3,""ink_resistance_up"":0.6,""sub_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_recovery_up"":0.3,""quick_super_jump"":0.3,""last_ditch_effort"":true,""object_shredder"":true}",drivewiper,9,8,1,3,2,677,"{""quick_respawn"":1.2,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""haunt"":true,""stealth_jump"":true}",bottlegeyser,2,2,0,3,3,580,"{""quick_respawn"":2,""special_saver"":0.9,""ink_saver_main"":0.6,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3,""comeback"":true}",squiclean_a,2,2,0,2,1,379,"{""run_speed_up"":1.6,""swim_speed_up"":1.6,""ink_saver_main"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",splatscope_collabo,5,5,0,2,2,537,"{""special_charge_up"":1.6,""quick_super_jump"":0.9,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""sub_resistance_up"":0.3,""object_shredder"":true,""respawn_punisher"":true}",sharp_neo,2,2,0,3,4,1043,"{""sub_resistance_up"":1,""ink_resistance_up"":0.3,""quick_respawn"":0.3,""opening_gambit"":true,""stealth_jump"":true}",longblaster,1,0,1,7,0,263,"{""intensify_action"":2.3,""ink_saver_main"":1,""quick_respawn"":0.9,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""special_saver"":0.3,""swim_speed_up"":0.3}",drivewiper,2,2,0,4,2,422,"{""run_speed_up"":1,""ink_recovery_up"":0.9,""sub_power_up"":0.6,""quick_super_jump"":0.3,""special_saver"":0.3,""tenacity"":true,""thermal_ink"":true}",gold,#1 Splat Assister,gold,#1 Turf Inker,silver,#1 Ink Consumer
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,xmatch,area,mategai,258,bravo,TRUE,,2105.4,,,0,cd510aff,,,,100,6e04b6ff,,bucketslosher,6,3,3,3,4,1267,"{""quick_super_jump"":1.2,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""haunt"":true,""stealth_jump"":true}",kelvin525,9,9,0,9,3,776,"{""quick_respawn"":2.2,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""comeback"":true,""stealth_jump"":true}",dynamo,3,3,0,7,3,1022,"{""ink_saver_main"":1.9,""swim_speed_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",kugelschreiber,5,4,1,11,4,808,"{""run_speed_up"":2.3,""special_power_up"":1.3,""ink_resistance_up"":0.6,""quick_super_jump"":0.6,""intensify_action"":0.3,""special_saver"":0.3,""swim_speed_up"":0.3}",hissen,14,8,6,7,3,678,"{""swim_speed_up"":1.3,""ink_saver_sub"":1,""ink_saver_main"":0.6,""special_power_up"":0.6,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""comeback"":true}",barrelspinner,11,8,3,3,4,994,"{""run_speed_up"":2.6,""quick_respawn"":1,""ink_resistance_up"":0.9,""quick_super_jump"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3}",campingshelter,9,8,1,6,2,976,"{""swim_speed_up"":1,""ink_saver_main"":0.9,""ink_resistance_up"":0.6,""quick_super_jump"":0.6,""run_speed_up"":0.6,""ninja_squid"":true,""stealth_jump"":true}",jetsweeper_custom,11,6,5,3,7,1587,"{""special_charge_up"":2.9,""ink_saver_main"":1.6,""special_saver"":0.6,""ink_recovery_up"":0.3,""run_speed_up"":0.3}",gold,#1 Turf Inker,gold,#1 Popular Target,gold,#1 Splat Zone Guard
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,regular,nawabari,masaba,180,bravo,,,,3417,37.6,,3a0ccdff,,3663,57.9,,d0bf08ff,,promodeler_rg,4,3,1,8,1,967,"{""ink_resistance_up"":1,""special_charge_up"":0.9,""quick_respawn"":0.6,""ink_recovery_up"":0.3,""quick_super_jump"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""comeback"":true,""thermal_ink"":true}",sharp_neo,2,2,0,4,3,949,"{""special_power_up"":1.9,""run_speed_up"":1,""ink_recovery_up"":0.9,""ink_saver_main"":0.6,""sub_power_up"":0.3,""tenacity"":true}",promodeler_rg,2,1,1,7,1,787,"{""ink_resistance_up"":1,""sub_power_up"":1,""ink_saver_main"":0.3,""special_charge_up"":0.3,""opening_gambit"":true}",sshooter,5,4,1,3,2,714,"{""ink_saver_main"":1.2,""intensify_action"":1,""special_saver"":1,""ink_saver_sub"":0.9,""special_power_up"":0.3,""sub_power_up"":0.3,""tenacity"":true}",momiji,10,9,1,2,4,1130,"{""special_charge_up"":1.2,""ink_recovery_up"":1,""ink_resistance_up"":1,""ink_saver_sub"":0.9,""swim_speed_up"":0.6,""ninja_squid"":true}",96gal_deco,7,5,2,1,3,973,"{""quick_respawn"":1,""quick_super_jump"":1,""ink_saver_sub"":0.3,""intensify_action"":0.3,""run_speed_up"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3,""last_ditch_effort"":true}",bold,3,3,0,3,2,905,"{""swim_speed_up"":1.9,""ink_saver_main"":0.9,""special_charge_up"":0.9,""ninja_squid"":true,""stealth_jump"":true}",screwslosher,10,5,5,4,2,655,"{""ink_recovery_up"":1,""sub_resistance_up"":1,""swim_speed_up"":1,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""intensify_action"":0.3,""quick_respawn"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3}",gold,#1 Popular Target,gold,#1 Enemy-Base Inker,gold,#1 Turf Inker
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_open,yagura,kusaya,123,bravo,TRUE,S+ 4,,,,0,cd510aff,,,,100,6e04b6ff,,kelvin525,4,4,0,5,1,376,"{""ink_recovery_up"":1,""special_saver"":1,""quick_super_jump"":0.9,""quick_respawn"":0.6,""respawn_punisher"":true}",96gal_deco,5,4,1,3,1,404,"{""special_saver"":1.9,""ink_saver_main"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""drop_roller"":true,""thermal_ink"":true}",jimuwiper,5,4,1,5,1,576,"{""quick_respawn"":1.9,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""haunt"":true,""stealth_jump"":true}",barrelspinner,3,0,3,4,2,646,"{""run_speed_up"":3.5,""ink_resistance_up"":0.6,""ink_saver_main"":0.6,""respawn_punisher"":true}",sharp_neo,7,6,1,3,5,966,"{""ink_saver_sub"":1.9,""special_charge_up"":1.3,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true}",hissen_hue,5,4,1,3,1,411,"{""ink_recovery_up"":0.9,""ink_resistance_up"":0.9,""swim_speed_up"":0.9,""last_ditch_effort"":true,""ninja_squid"":true,""stealth_jump"":true}",sshooter_collabo,9,5,4,3,2,494,"{""swim_speed_up"":1,""ink_recovery_up"":0.6,""ink_saver_sub"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",quadhopper_black,5,2,3,3,2,544,"{""swim_speed_up"":1.5,""ink_saver_main"":1,""ink_saver_sub"":1,""quick_super_jump"":1,""special_charge_up"":0.9,""intensify_action"":0.3}",gold,#1 Enemy Splatter,gold,#1 Popular Target,gold,Record-Score Setter
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_challenge,asari,hirame,300,bravo,FALSE,S+ 0,,,,38,bfcd41ff,,,,73,6325cdff,,longblaster,7,7,0,7,2,762,"{""quick_respawn"":3.2,""intensify_action"":1.6,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3}",52gal,9,6,3,6,5,951,"{""swim_speed_up"":1.6,""special_saver"":1.3,""ink_saver_main"":0.9,""special_charge_up"":0.9,""ninja_squid"":true}",bold_neo,9,8,1,7,5,1035,"{""swim_speed_up"":1.3,""ink_saver_sub"":1,""ink_recovery_up"":0.6,""intensify_action"":0.6,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""ninja_squid"":true}",sharp_neo,6,6,0,6,5,1286,"{""ink_saver_sub"":2.9,""swim_speed_up"":1,""ink_saver_main"":0.9,""sub_resistance_up"":0.3}",pablo,9,9,0,7,2,851,"{""sub_power_up"":1.9,""ink_saver_sub"":1.6,""ink_recovery_up"":1.3,""ink_saver_main"":0.9,""quick_super_jump"":0.3,""run_speed_up"":0.3}",rapid_elite,7,5,2,4,3,1078,"{""swim_speed_up"":2,""ink_saver_main"":1.6,""ink_saver_sub"":0.9,""quick_super_jump"":0.9,""ink_resistance_up"":0.3}",sharp_neo,9,6,3,8,2,950,"{""special_power_up"":3.8,""special_charge_up"":1.9}",sshooter_collabo,8,6,2,8,4,1060,"{""special_charge_up"":1.6,""ink_recovery_up"":1.3,""swim_speed_up"":1,""run_speed_up"":0.6,""ink_saver_main"":0.3,""quick_respawn"":0.3,""special_power_up"":0.3,""special_saver"":0.3}",silver,#2 Popular Target,gold,#1 Super Jump Spot,silver,#1 Wave Breaker User
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,regular,nawabari,masaba,180,bravo,,,,3559,37.1,,6e04b6ff,,3993,59.0,,cd510aff,,drivewiper,4,2,2,5,3,849,"{""ink_saver_main"":1.9,""quick_super_jump"":1,""quick_respawn"":0.3,""special_charge_up"":0.3,""swim_speed_up"":0.3,""stealth_jump"":true}",nautilus47,5,1,4,2,3,1022,"{""swim_speed_up"":2,""special_charge_up"":1.6,""ink_resistance_up"":0.3}",wakaba,5,5,0,3,3,953,"{""swim_speed_up"":1,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",hissen,4,4,0,3,2,735,"{""ink_resistance_up"":1,""special_charge_up"":0.9,""ink_saver_sub"":0.6,""special_power_up"":0.6,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""opening_gambit"":true,""thermal_ink"":true}",promodeler_rg,1,1,0,2,4,1461,"{""ink_saver_main"":1.9,""special_power_up"":1.2,""run_speed_up"":0.6,""drop_roller"":true,""ninja_squid"":true}",promodeler_rg,4,4,0,2,4,1007,"{""ink_recovery_up"":1,""ink_saver_main"":0.3,""special_charge_up"":0.3,""special_saver"":0.3,""haunt"":true,""tenacity"":true}",pablo,6,4,2,3,3,915,"{""sub_power_up"":1.3,""special_charge_up"":1,""ink_saver_sub"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""run_speed_up"":0.3,""special_saver"":0.3,""ninja_squid"":true}",longblaster,6,4,2,5,1,610,"{""ink_recovery_up"":2,""ink_saver_main"":1.3,""run_speed_up"":0.6,""special_charge_up"":0.6,""ink_resistance_up"":0.3,""special_power_up"":0.3,""swim_speed_up"":0.3}",silver,#2 Popular Target,silver,#2 Splat Assister,silver,#1 Ultra Stamp User
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,xmatch,area,mategai,300,alpha,FALSE,,1904.2,,,93,9025c6ff,,,,41,cfb121ff,,dynamo,12,11,1,10,3,1188,"{""ink_saver_main"":1.9,""swim_speed_up"":0.9,""quick_super_jump"":0.6,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",h3reelgun,15,5,10,6,6,1321,"{""special_charge_up"":1,""sub_power_up"":1,""ink_resistance_up"":0.9,""sub_resistance_up"":0.9,""swim_speed_up"":0.6,""quick_super_jump"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""stealth_jump"":true}",sputtery_hue,14,12,2,5,3,1258,"{""swim_speed_up"":1,""ink_resistance_up"":0.6,""quick_respawn"":0.6,""quick_super_jump"":0.6,""sub_resistance_up"":0.6,""ink_saver_sub"":0.3,""comeback"":true,""stealth_jump"":true}",tristringer,10,6,4,2,5,1130,"{""run_speed_up"":1,""special_power_up"":1,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""swim_speed_up"":0.3,""thermal_ink"":true}",nautilus47,11,8,3,11,4,1159,"{""run_speed_up"":1.9,""swim_speed_up"":1.9,""ink_resistance_up"":0.6,""quick_super_jump"":0.3,""stealth_jump"":true}",wakaba,3,3,0,9,5,1384,"{""ink_saver_sub"":2.9,""special_charge_up"":1.3,""sub_power_up"":0.9,""ink_saver_main"":0.3,""sub_resistance_up"":0.3}",campingshelter,10,8,2,10,3,1110,"{""quick_respawn"":1.3,""ink_resistance_up"":0.6,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_saver_main"":0.3,""special_saver"":0.3,""comeback"":true,""stealth_jump"":true}",tristringer,7,4,3,4,7,1267,"{""special_charge_up"":1.3,""ink_saver_sub"":0.9,""ink_saver_main"":0.6,""special_power_up"":0.6,""ink_recovery_up"":0.3,""object_shredder"":true,""thermal_ink"":true}",gold,#1 Popular Target,silver,#1 Damage Taker,gold,#1 Splat Zone Guard
