# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,power,alpha-inked,alpha-ink-percent,alpha-count,alpha-color,alpha-theme,bravo-inked,bravo-ink-percent,bravo-count,bravo-color,bravo-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities,medal1-grade,medal1-name,medal2-grade,medal2-name,medal3-grade,medal3-name
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,xmatch,area,chozame,184,alpha,TRUE,,2050.1,,,100,d74b31ff,,,,0,1ec0adff,,bucketslosher,6,2,4,1,4,1009,"{""quick_super_jump"":1.2,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""haunt"":true,""stealth_jump"":true}",hotblaster,9,8,1,5,1,474,"{""quick_respawn"":2.2,""swim_speed_up"":1,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""stealth_jump"":true}",drivewiper,9,8,1,4,2,635,"{""quick_respawn"":1.2,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""haunt"":true,""stealth_jump"":true}",wakaba,4,3,1,2,3,1102,"{""ink_recovery_up"":1.9,""ink_saver_sub"":1.9,""sub_power_up"":1.6,""special_charge_up"":0.3}",hokusai,5,4,1,4,3,881,"{""swim_speed_up"":1.6,""quick_super_jump"":0.6,""special_power_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""sub_resistance_up"":0.3,""drop_roller"":true,""ninja_squid"":true}",52gal,5,4,1,8,3,683,"{""intensify_action"":1.6,""swim_speed_up"":1.6,""quick_super_jump"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""stealth_jump"":true}",bucketslosher,4,2,2,4,2,659,"{""swim_speed_up"":1.6,""special_charge_up"":0.6,""sub_resistance_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",screwslosher,2,2,0,5,2,665,"{""run_speed_up"":1.9,""swim_speed_up"":0.9,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",gold,#1 Super Jump Spot,gold,#1 Popular Target,gold,#1 Splat Assister
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_challenge,asari,nampla,263,bravo,TRUE,S+ 3,,,,0,c43a6eff,,,,100,1bbfabff,,spaceshooter,7,2,5,4,3,917,"{""ink_resistance_up"":5.1}",dynamo,7,6,1,6,3,1007,"{""swim_speed_up"":1.3,""ink_saver_main"":1,""intensify_action"":0.6,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""quick_respawn"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",momiji,6,2,4,5,4,1179,"{""ink_saver_sub"":1.9,""ink_recovery_up"":1,""sub_power_up"":0.6,""ink_saver_main"":0.3,""run_speed_up"":0.3,""special_power_up"":0.3,""swim_speed_up"":0.3,""stealth_jump"":true}",bold,6,4,2,6,4,1353,"{""swim_speed_up"":2,""quick_respawn"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3,""ninja_squid"":true}",bucketslosher,9,6,3,3,4,1366,"{""swim_speed_up"":0.9,""ink_resistance_up"":0.6,""ink_saver_sub"":0.6,""quick_super_jump"":0.3,""special_saver"":0.3,""comeback"":true,""haunt"":true,""stealth_jump"":true}",momiji,9,4,5,4,4,1187,"{""swim_speed_up"":4.7,""ninja_squid"":true}",wakaba,9,8,1,4,2,789,"{""swim_speed_up"":4.7,""ninja_squid"":true}",sshooter,7,3,4,3,3,1214,"{""swim_speed_up"":1,""quick_super_jump"":0.6,""special_saver"":0.6,""ink_resistance_up"":0.3,""quick_respawn"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""sub_power_up"":0.3,""ninja_squid"":true,""object_shredder"":true}",gold,#1 Overall Splatter,gold,#1 Score Booster,gold,#1 Clam Carrier
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,xmatch,area,chozame,80,bravo,TRUE,,1915.2,,,0,e38d24ff,,,,100,1a1aafff,,variableroller,1,1,0,3,1,390,"{""swim_speed_up"":1.9,""special_charge_up"":0.6,""special_power_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""last_ditch_effort"":true,""ninja_squid"":true}",sshooter,2,1,1,1,1,336,"{""swim_speed_up"":1.9,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""intensify_action"":0.3,""special_charge_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",screwslosher,0,0,0,3,1,286,"{""swim_speed_up"":1.3,""run_speed_up"":0.9,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",barrelspinner,0,0,0,3,0,290,"{""run_speed_up"":4.1,""ink_resistance_up"":1,""ink_saver_main"":0.3,""quick_super_jump"":0.3}",nzap85,4,3,1,1,2,419,"{""swim_speed_up"":1,""special_charge_up"":0.9,""quick_super_jump"":0.6,""ink_recovery_up"":0.3,""quick_respawn"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",hissen,4,3,1,1,1,357,"{""swim_speed_up"":1.6,""ink_recovery_up"":0.6,""quick_super_jump"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",jimuwiper,3,2,1,0,1,467,"{""quick_respawn"":1,""ink_saver_main"":0.6,""sub_resistance_up"":0.6,""ink_recovery_up"":0.3,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""stealth_jump"":true}",hydra,3,2,1,0,1,281,"{""run_speed_up"":5.1,""quick_super_jump"":0.3,""special_saver"":0.3}",gold,#1 Enemy Splatter,gold,#1 Turf Inker,silver,#1 Tenta Missiles User
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,regular,nawabari,masaba,180,alpha,,,,3550,51.7,,c43a6eff,,3286,42.2,,1bbfabff,,promodeler_rg,1,1,0,5,5,1260,"{""ink_resistance_up"":1,""special_charge_up"":0.9,""quick_respawn"":0.6,""ink_recovery_up"":0.3,""quick_super_jump"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""comeback"":true,""thermal_ink"":true}",sharp_neo,2,2,0,2,3,978,"{""special_power_up"":1.9,""run_speed_up"":1,""ink_recovery_up"":0.9,""ink_saver_main"":0.6,""sub_power_up"":0.3,""tenacity"":true}",sputtery_hue,7,7,0,6,1,670,"{""ink_saver_sub"":1.3,""quick_super_jump"":1,""swim_speed_up"":1,""special_saver"":0.6,""ink_saver_main"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3}",dynamo,7,6,1,6,1,642,"{""quick_super_jump"":2.9,""quick_respawn"":0.6,""sub_resistance_up"":0.6,""ink_saver_main"":0.3,""swim_speed_up"":0.3,""respawn_punisher"":true}",promodeler_mg,5,4,1,4,1,1177,"{""ink_saver_main"":2.6,""ink_saver_sub"":1,""ink_resistance_up"":0.6,""quick_respawn"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3}",sshooter_collabo,9,8,1,4,3,920,"{""run_speed_up"":1.9,""ink_saver_main"":1,""ink_resistance_up"":0.3,""intensify_action"":0.3,""special_saver"":0.3,""last_ditch_effort"":true}",hissen,7,6,1,4,2,800,"{""ink_resistance_up"":1.6,""ink_saver_main"":0.9,""swim_speed_up"":0.9,""sub_resistance_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",splatcharger,3,1,2,4,1,389,"{""ink_recovery_up"":1,""quick_respawn"":1,""special_saver"":1,""ink_saver_main"":0.6,""intensify_action"":0.3,""special_charge_up"":0.3}",gold,#1 Enemy-Base Inker,gold,#1 Turf Inker,silver,#1 Ink Consumer
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_challenge,asari,hirame,300,bravo,FALSE,S+ 0,,,,53,1bbfabff,,,,54,c43a6eff,,longblaster,4,3,1,8,1,795,"{""quick_respawn"":3.2,""intensify_action"":1.6,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3}",pablo,10,7,3,5,4,948,"{""quick_respawn"":1.6,""ink_saver_sub"":1.3,""ink_saver_main"":0.6,""sub_power_up"":0.6,""ink_recovery_up"":0.3,""special_charge_up"":0.3,""drop_roller"":true}",pablo_hue,8,8,0,5,4,978,"{""quick_respawn"":1.9,""intensify_action"":1.6,""swim_speed_up"":1.3,""quick_super_jump"":0.6,""special_charge_up"":0.3}",sshooter_collabo,7,6,1,7,3,1236,"{""ink_saver_sub"":4.2,""ink_recovery_up"":0.9,""ink_saver_main"":0.6}",sputtery_hue,13,10,3,6,2,1061,"{""ink_resistance_up"":1.3,""swim_speed_up"":1.2,""ink_recovery_up"":0.3,""ink_saver_sub"":0.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""ninja_squid"":true,""stealth_jump"":true}",nzap85,8,5,3,7,3,939,"{""ink_saver_main"":1.6,""quick_respawn"":1.6,""special_saver"":1.3,""intensify_action"":0.3,""run_speed_up"":0.3}",dualsweeper,9,7,2,6,3,924,"{""quick_respawn"":1.2,""intensify_action"":0.9,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""comeback"":true,""haunt"":true,""stealth_jump"":true}",clashblaster,7,3,4,5,4,728,"{""swim_speed_up"":1.6,""sub_power_up"":1.3,""ink_recovery_up"":1.2,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""ninja_squid"":true}",silver,#1 Damage Taker,silver,#2 Score Booster,silver,#1 Wave Breaker User
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_open,yagura,kusaya,300,alpha,FALSE,S+ 4,,,,88,1a1aafff,,,,73,e38d24ff,,kelvin525,16,13,3,9,3,930,"{""ink_recovery_up"":1,""intensify_action"":1,""special_saver"":1,""quick_respawn"":0.6,""quick_super_jump"":0.6}",spaceshooter,18,6,12,6,5,1211,"{""quick_respawn"":2.3,""quick_super_jump"":0.9,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""opening_gambit"":true}",sharp,11,9,2,9,4,1237,"{""ink_saver_main"":1.9,""special_power_up"":1.6,""ink_recovery_up"":1.2,""sub_resistance_up"":1}",hokusai,14,8,6,14,1,879,"{""quick_respawn"":1,""special_power_up"":1,""quick_super_jump"":0.6,""run_speed_up"":0.6,""swim_speed_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""special_saver"":0.3,""thermal_ink"":true}",screwslosher,17,12,5,8,4,1306,"{""ink_resistance_up"":0.6,""intensify_action"":0.6,""swim_speed_up"":0.6,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""ninja_squid"":true,""stealth_jump"":true}",sputtery,15,11,4,13,3,686,"{""swim_speed_up"":1,""ink_saver_main"":0.9,""sub_power_up"":0.9,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""comeback"":true,""object_shredder"":true}",momiji,12,7,5,10,5,1241,"{""ink_saver_sub"":1.6,""sub_power_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""ninja_squid"":true}",tristringer,9,7,2,5,5,985,"{""run_speed_up"":1,""ink_saver_main"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""thermal_ink"":true}",gold,#1 Enemy Splatter,gold,Record-Score Setter,silver,First Splat!
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_open,yagura,kusaya,178,alpha,TRUE,S+ 11,,,,100,1bbfabff,,,,0,c43a6eff,,bamboo14mk1,4,2,2,3,3,709,"{""special_charge_up"":1.3,""ink_resistance_up"":0.6,""sub_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_recovery_up"":0.3,""quick_super_jump"":0.3,""last_ditch_effort"":true,""object_shredder"":true}",drivewiper,8,7,1,4,3,828,"{""quick_respawn"":1.2,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""haunt"":true,""stealth_jump"":true}",bottlegeyser,7,5,2,4,3,571,"{""quick_respawn"":2,""special_saver"":0.9,""ink_saver_main"":0.6,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3,""comeback"":true}",squiclean_a,4,4,0,3,3,548,"{""run_speed_up"":1.6,""swim_speed_up"":1.6,""ink_saver_main"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",tristringer,6,4,2,3,3,820,"{""ink_recovery_up"":1,""run_speed_up"":1,""ink_saver_main"":0.9,""swim_speed_up"":0.9,""quick_super_jump"":0.6,""intensify_action"":0.3,""last_ditch_effort"":true}",clashblaster,5,3,2,6,0,437,"{""ink_saver_sub"":1.3,""ink_saver_main"":0.6,""quick_super_jump"":0.3,""special_power_up"":0.3,""ninja_squid"":true,""opening_gambit"":true}",liter4k,4,4,0,5,1,514,"{""ink_saver_main"":2,""run_speed_up"":1.5,""sub_resistance_up"":1,""sub_power_up"":0.9,""ink_resistance_up"":0.3}",rapid_deco,4,3,1,4,2,650,"{""ink_resistance_up"":1,""special_power_up"":1,""special_charge_up"":0.6,""special_saver"":0.3,""tenacity"":true}",gold,#1 Splat Assister,silver,#1 Damage Taker,silver,#1 Ink Consumer
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,xmatch,area,chozame,129,alpha,TRUE,,1915.2,,,100,bfcd41ff,,,,0,6325cdff,,variableroller,3,3,0,1,2,684,"{""swim_speed_up"":1.9,""special_charge_up"":0.6,""special_power_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""last_ditch_effort"":true,""ninja_squid"":true}",barrelspinner,6,6,0,1,2,598,"{""run_speed_up"":4.1,""ink_resistance_up"":1,""ink_saver_main"":0.3,""quick_super_jump"":0.3}",momiji,2,0,2,0,2,515,"{""ink_saver_sub"":2,""special_charge_up"":0.9,""ink_resistance_up"":0.6,""intensify_action"":0.6,""quick_respawn"":0.6,""last_ditch_effort"":true}",sshooter_collabo,2,2,0,5,0,409,"{""quick_respawn"":1,""intensify_action"":0.6,""run_speed_up"":0.6,""swim_speed_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""comeback"":true,""stealth_jump"":true}",variableroller,4,4,0,4,2,541,"{""swim_speed_up"":1.6,""special_power_up"":1.3,""quick_super_jump"":0.6,""quick_respawn"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true}",sharp_neo,1,1,0,3,3,648,"{""swim_speed_up"":2,""special_charge_up"":1.8,""ink_recovery_up"":0.3,""ink_saver_sub"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true}",kugelschreiber,3,1,2,2,1,466,"{""run_speed_up"":2.9,""ink_resistance_up"":0.6,""special_power_up"":0.6,""intensify_action"":0.3,""quick_super_jump"":0.3,""drop_roller"":true}",sshooter_collabo,1,1,0,2,2,638,"{""swim_speed_up"":1.3,""intensify_action"":0.9,""sub_resistance_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""ninja_squid"":true,""stealth_jump"":true}",silver,#1 Ground Traveler,gold,#1 Turf Inker,silver,#2 Overall Splatter
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,regular,nawabari,masaba,180,alpha,,,,3629,45.2,,6e04b6ff,,3643,41.8,,cd510aff,,hotblaster,3,2,1,3,2,576,"{""sub_power_up"":1,""run_speed_up"":0.9,""quick_respawn"":0.6,""special_power_up"":0.6,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""drop_roller"":true,""thermal_ink"":true}",jetsweeper_custom,0,0,0,1,4,1157,"{""ink_saver_main"":1.3,""ink_resistance_up"":1,""quick_respawn"":1,""ink_saver_sub"":0.3,""intensify_action"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3}",sshooter_collabo,5,5,0,1,3,1059,"{""quick_respawn"":1,""sub_power_up"":1,""ink_resistance_up"":0.9,""special_saver"":0.3,""ninja_squid"":true}",drivewiper,6,6,0,5,2,837,"{""quick_super_jump"":1.6,""ink_saver_sub"":0.9,""ink_recovery_up"":0.6,""quick_respawn"":0.6,""comeback"":true,""stealth_jump"":true}",spygadget,1,1,0,4,3,1107,"{""ink_saver_main"":1,""ink_saver_sub"":1,""sub_resistance_up"":1,""ink_recovery_up"":0.3,""run_speed_up"":0.3,""special_power_up"":0.3}",soytuber,5,5,0,1,3,1021,"{""special_saver"":1.6,""ink_saver_sub"":1.2,""run_speed_up"":1,""ink_resistance_up"":0.6,""ink_saver_main"":0.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""swim_speed_up"":0.3,""drop_roller"":true}",bamboo14mk1,1,1,0,3,4,873,"{""ink_saver_main"":1.9,""swim_speed_up"":1.9,""sub_power_up"":0.6,""special_saver"":0.3,""thermal_ink"":true}",splatroller,4,3,1,5,2,642,"{""sub_power_up"":1.9,""quick_respawn"":1.3,""ink_saver_sub"":0.6,""special_saver"":0.6,""swim_speed_up"":0.6,""ink_recovery_up"":0.3,""ink_saver_main"":0.3,""special_charge_up"":0.3,""last_ditch_effort"":true}",gold,#1 Splat Assister,silver,#1 Ground Traveler,silver,#1 Big Bubbler User
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,xmatch,area,chozame,137,alpha,TRUE,,2050.1,,,100,e38d24ff,,,,0,1a1aafff,,bucketslosher,7,5,2,1,2,581,"{""quick_super_jump"":1.2,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""haunt"":true,""stealth_jump"":true}",longblaster,7,7,0,4,1,365,"{""quick_respawn"":2.8,""intensify_action"":0.6,""quick_super_jump"":0.3,""haunt"":true,""stealth_jump"":true}",sharp_neo,2,2,0,3,1,601,"{""sub_resistance_up"":1.3,""swim_speed_up"":1.3,""ink_resistance_up"":0.6,""quick_super_jump"":0.6,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""run_speed_up"":0.3,""ninja_squid"":true}",kugelschreiber,3,2,1,1,1,417,"{""ink_saver_main"":1.8,""ink_recovery_up"":1,""quick_super_jump"":1,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""last_ditch_effort"":true}",kugelschreiber,4,3,1,4,2,522,"{""run_speed_up"":2.9,""special_power_up"":0.9,""ink_resistance_up"":0.6,""quick_super_jump"":0.3,""drop_roller"":true}",rapid_deco,3,3,0,2,2,639,"{""swim_speed_up"":2.3,""ink_saver_sub"":0.9,""quick_super_jump"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""special_power_up"":0.3,""drop_roller"":true}",nova,2,1,1,4,1,309,"{""sub_resistance_up"":0.9,""ink_resistance_up"":0.6,""quick_super_jump"":0.6,""special_saver"":0.6,""comeback"":true,""ninja_squid"":true,""stealth_jump"":true}",sshooter_collabo,2,2,0,6,2,455,"{""quick_respawn"":1,""sub_power_up"":0.6,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",gold,#1 Overall Splatter,gold,#1 Popular Target,gold,#1 Splat Zone Guard
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,regular,nawabari,kinmedai,180,bravo,,,,4298,46.1,,ba30b0ff,,4246,49.2,,a0c937ff,,promodeler_rg,2,2,0,3,4,1231,"{""ink_resistance_up"":1,""special_charge_up"":0.9,""quick_respawn"":0.6,""ink_recovery_up"":0.3,""quick_super_jump"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""comeback"":true,""thermal_ink"":true}",promodeler_rg,5,3,2,5,3,1100,"{""quick_respawn"":1,""special_charge_up"":1,""sub_resistance_up"":1,""intensify_action"":0.6,""ink_recovery_up"":0.3,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_saver"":0.3}",dynamo,2,2,0,3,4,1017,"{""ink_recovery_up"":1.9,""special_saver"":1,""special_charge_up"":0.9,""swim_speed_up"":0.9,""ninja_squid"":true}",sharp_neo,2,2,0,3,3,950,"{""intensify_action"":2.2,""sub_power_up"":1.6,""ink_recovery_up"":0.9,""ink_saver_main"":0.3,""special_saver"":0.3,""ninja_squid"":true}",bold_neo,7,7,0,2,5,1434,"{""ink_recovery_up"":1.3,""sub_power_up"":1.3,""intensify_action"":0.6,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""opening_gambit"":true}",sharp_neo,0,0,0,0,2,1104,"{""special_power_up"":1.9,""run_speed_up"":1,""ink_recovery_up"":0.9,""ink_saver_main"":0.6,""sub_power_up"":0.3,""tenacity"":true}",momiji,7,6,1,3,4,952,"{""special_charge_up"":1.2,""ink_recovery_up"":1,""ink_resistance_up"":1,""ink_saver_sub"":0.9,""swim_speed_up"":0.6,""ninja_squid"":true}",bold,1,1,0,4,0,756,"{""swim_speed_up"":1.9,""ink_saver_main"":0.9,""special_charge_up"":0.9,""ninja_squid"":true,""stealth_jump"":true}",gold,#1 Super Jump Spot,gold,#1 Enemy-Base Inker,gold,#1 Turf Inker
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,bankara_challenge,asari,nampla,312,bravo,FALSE,S+ 3,,,,57,d74b31ff,,,,60,1ec0adff,,spaceshooter,19,4,15,3,6,1413,"{""ink_resistance_up"":5.1}",52gal,17,13,4,9,2,1095,"{""ink_resistance_up"":1.9,""run_speed_up"":1.8,""swim_speed_up"":1,""tenacity"":true}",clashblaster_neo,14,13,1,13,2,1141,"{""ink_saver_sub"":3.8,""swim_speed_up"":1.9}",variableroller,6,5,1,9,5,1629,"{""special_charge_up"":2.3,""ink_resistance_up"":0.9,""sub_resistance_up"":0.6,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_power_up"":0.3,""comeback"":true}",sshooter_collabo,16,15,1,10,3,1454,"{""swim_speed_up"":1.6,""intensify_action"":1,""sub_resistance_up"":0.9,""ink_recovery_up"":0.6,""ink_resistance_up"":0.6,""stealth_jump"":true}",heroshooter_replica,9,7,2,6,6,1564,"{""ink_saver_sub"":1.3,""special_power_up"":1.3,""swim_speed_up"":1.3,""sub_resistance_up"":1.2,""ink_saver_main"":0.3,""run_speed_up"":0.3}",momiji,9,3,6,8,5,1461,"{""ink_saver_sub"":1.9,""ink_recovery_up"":1,""sub_power_up"":0.6,""ink_saver_main"":0.3,""run_speed_up"":0.3,""special_power_up"":0.3,""swim_speed_up"":0.3,""stealth_jump"":true}",longblaster,11,9,2,11,3,829,"{""ink_saver_main"":1.6,""run_speed_up"":1.6,""ink_resistance_up"":0.6,""sub_resistance_up"":0.6,""ink_recovery_up"":0.3,""comeback"":true}",gold,#1 Overall Splatter,gold,#1 Splat Assister,gold,#1 Clam Carrier
Fresh Season 2023,2023-05-24T00:00:00+00:00,3.1.1,xmatch,area,chozame,287,bravo,TRUE,,1915.2,,,0,d74b31ff,,,,100,1ec0adff,,variableroller,6,5,1,6,5,1430,"{""swim_speed_up"":1.9,""special_charge_up"":0.6,""special_power_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""last_ditch_effort"":true,""ninja_squid"":true}",prime_collabo,8,6,2,5,4,1318,"{""ink_saver_sub"":5.1,""run_speed_up"":0.3,""sub_resistance_up"":0.3}",carbon_deco,8,5,3,9,2,761,"{""swim_speed_up"":1.6,""ink_saver_main"":0.9,""ink_resistance_up"":0.6,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",bamboo14mk1,3,1,2,3,8,1464,"{""special_charge_up"":1.3,""quick_super_jump"":1,""swim_speed_up"":1,""ink_resistance_up"":0.6,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""quick_respawn"":0.3,""sub_resistance_up"":0.3}",pablo,11,10,1,7,4,1080,"{""ink_saver_sub"":1,""swim_speed_up"":0.9,""ink_recovery_up"":0.6,""sub_power_up"":0.6,""quick_super_jump"":0.3,""special_saver"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",soytuber,10,4,6,2,4,1304,"{""ink_saver_sub"":3.8,""special_power_up"":1.9}",jetsweeper_custom,5,4,1,4,5,1398,"{""swim_speed_up"":1.5,""ink_saver_main"":1,""special_saver"":0.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""object_shredder"":true}",variableroller,7,5,2,4,4,1316,"{""swim_speed_up"":1.6,""special_power_up"":1.3,""quick_super_jump"":0.6,""quick_respawn"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true}",silver,#1 Ground Traveler,gold,#1 Splat Zone Inker,silver,#1 Tenta Missiles User
